id,success_loan,failed_loans,income
461.0,3.0,0.0,800000.00
463.0,21.0,1.0,300000.00
464.0,1.0,0.0,450000.00
465.0,1.0,0.0,250000.00
469.0,3.0,2.0,500000.00
470.0,6.0,1.0,700000.00
472.0,10.0,3.0,400000.00
473.0,10.0,1.0,700000.00
474.0,4.0,0.0,400000.00
475.0,6.0,0.0,400000.00
476.0,1.0,0.0,100000.00
477.0,4.0,1.0,200000.00
478.0,1.0,0.0,350000.00
479.0,4.0,0.0,500000.00
480.0,3.0,1.0,500000.00
481.0,4.0,0.0,130000.00
482.0,1.0,0.0,449998.00
483.0,2.0,0.0,350000.00
484.0,5.0,0.0,350000.00
485.0,5.0,3.0,250006.00
486.0,1.0,0.0,250000.00
487.0,2.0,1.0,200000.00
488.0,0.0,0.0,250000.00
489.0,7.0,2.0,250000.00
490.0,1.0,1.0,300000.00
491.0,3.0,2.0,400000.00
496.0,6.0,0.0,300000.00
497.0,4.0,1.0,400000.00
498.0,2.0,0.0,600000.00
499.0,5.0,1.0,845000.00
500.0,6.0,3.0,450000.00
501.0,1.0,1.0,449999.00
502.0,4.0,1.0,450004.00
503.0,2.0,6.0,300000.00
504.0,2.0,1.0,250000.00
505.0,4.0,1.0,150000.00
506.0,4.0,4.0,400000.00
507.0,4.0,1.0,300000.00
508.0,1.0,1.0,450000.00
509.0,5.0,1.0,300000.00
510.0,0.0,1.0,250008.00
511.0,0.0,1.0,300000.00
512.0,1.0,0.0,300000.00
514.0,0.0,1.0,250000.00
515.0,0.0,1.0,250000.00
516.0,1.0,0.0,400000.00
517.0,1.0,0.0,250000.00
518.0,1.0,0.0,300000.00
519.0,1.0,0.0,150000.00
520.0,1.0,0.0,250000.00
521.0,1.0,0.0,200000.00
522.0,1.0,0.0,150000.00
523.0,1.0,0.0,240000.00
524.0,1.0,0.0,199998.00
525.0,4.0,1.0,200000.00
526.0,2.0,1.0,250000.00
527.0,5.0,2.0,250000.00
528.0,1.0,0.0,300000.00
529.0,1.0,0.0,140000.00
530.0,1.0,0.0,200000.00
531.0,1.0,0.0,399994.00
532.0,1.0,0.0,260005.00
533.0,1.0,0.0,149999.00
534.0,1.0,0.0,200000.00
535.0,0.0,1.0,190000.00
536.0,1.0,0.0,250000.00
537.0,5.0,1.0,150000.00
538.0,0.0,1.0,400000.00
539.0,5.0,1.0,450006.00
540.0,0.0,1.0,400000.00
541.0,0.0,1.0,350000.00
542.0,0.0,1.0,400000.00
543.0,0.0,1.0,250000.00
544.0,0.0,1.0,250000.00
545.0,0.0,1.0,150000.00
546.0,0.0,1.0,200000.00
547.0,1.0,0.0,150000.00
548.0,1.0,0.0,300000.00
549.0,0.0,1.0,300000.00
550.0,1.0,0.0,150000.00
551.0,0.0,1.0,300000.00
553.0,1.0,0.0,150000.00
554.0,0.0,1.0,250000.00
555.0,0.0,1.0,300000.00
556.0,18.0,1.0,150000.00
557.0,3.0,0.0,300000.00
558.0,4.0,1.0,300000.00
559.0,0.0,1.0,550000.00
560.0,9.0,3.0,400000.00
561.0,4.0,1.0,600000.00
562.0,5.0,2.0,450000.00
563.0,2.0,0.0,280000.00
564.0,3.0,2.0,300000.00
565.0,4.0,2.0,300000.00
566.0,3.0,1.0,6000000.00
567.0,14.0,1.0,1000000.00
569.0,3.0,1.0,420000.00
570.0,1.0,2.0,300000.00
571.0,3.0,1.0,100000.00
572.0,6.0,0.0,100000.00
573.0,2.0,5.0,500000.00
575.0,3.0,0.0,150000.00
576.0,5.0,4.0,350000.00
577.0,3.0,1.0,240000.00
578.0,9.0,1.0,320000.00
580.0,4.0,1.0,300000.00
591.0,3.0,1.0,340000.00
592.0,3.0,0.0,600000.00
593.0,1.0,0.0,300000.00
594.0,1.0,0.0,250000.00
595.0,4.0,0.0,480000.00
596.0,1.0,1.0,210000.00
597.0,9.0,1.0,410000.00
598.0,1.0,0.0,320000.00
599.0,1.0,0.0,410000.00
600.0,1.0,0.0,300000.00
601.0,3.0,4.0,380000.00
602.0,1.0,0.0,500000.00
603.0,1.0,2.0,450000.00
604.0,1.0,0.0,800000.00
605.0,4.0,1.0,6000000.00
606.0,1.0,1.0,320000.00
607.0,2.0,1.0,150000.00
608.0,1.0,0.0,1000000.00
611.0,2.0,0.0,600000.00
612.0,3.0,0.0,400000.00
613.0,1.0,0.0,600000.00
614.0,1.0,0.0,800000.00
615.0,1.0,1.0,200000.00
623.0,2.0,5.0,800000.00
624.0,1.0,1.0,350000.00
625.0,1.0,0.0,200000.00
626.0,1.0,1.0,300000.00
627.0,3.0,6.0,300000.00
628.0,3.0,1.0,300000.00
629.0,9.0,0.0,200000.00
630.0,3.0,1.0,200000.00
631.0,4.0,5.0,350000.00
638.0,1.0,1.0,750000.00
640.0,2.0,2.0,320000.00
641.0,2.0,2.0,300500.00
643.0,0.0,1.0,300000.00
647.0,1.0,1.0,490000.00
648.0,2.0,1.0,6000000.00
649.0,1.0,0.0,500000.00
650.0,3.0,2.0,420000.00
652.0,2.0,1.0,260000.00
654.0,1.0,0.0,400000.00
655.0,1.0,1.0,800000.00
656.0,5.0,0.0,450000.00
657.0,1.0,2.0,800000.00
658.0,1.0,1.0,1500000.00
659.0,1.0,1.0,500000.00
660.0,2.0,1.0,390000.00
661.0,1.0,2.0,280000.00
662.0,2.0,2.0,600000.00
663.0,1.0,0.0,900000.00
664.0,1.0,1.0,210000.00
665.0,3.0,3.0,240000.00
667.0,2.0,1.0,900000.00
668.0,1.0,1.0,300000.00
670.0,1.0,1.0,1200000.00
671.0,4.0,4.0,300000.00
672.0,1.0,0.0,300000.00
673.0,0.0,1.0,350000.00
675.0,2.0,3.0,400000.00
676.0,3.0,0.0,400000.00
677.0,2.0,0.0,300000.00
678.0,0.0,1.0,600000.00
680.0,0.0,1.0,350000.00
682.0,4.0,0.0,350000.00
683.0,3.0,1.0,200000.00
684.0,2.0,2.0,260000.00
685.0,4.0,4.0,400000.00
686.0,1.0,1.0,450000.00
687.0,0.0,1.0,400000.00
688.0,0.0,1.0,300000.00
689.0,0.0,1.0,200000.00
691.0,0.0,1.0,250000.00
692.0,3.0,2.0,300000.00
693.0,1.0,1.0,250000.00
694.0,2.0,3.0,300000.00
695.0,3.0,4.0,300000.00
696.0,3.0,2.0,300000.00
697.0,3.0,0.0,400000.00
700.0,0.0,3.0,400000.00
703.0,0.0,1.0,400000.00
704.0,3.0,1.0,600000.00
705.0,2.0,1.0,900000.00
707.0,2.0,1.0,1000000.00
710.0,2.0,1.0,500000.00
712.0,1.0,1.0,600000.00
713.0,0.0,1.0,6000000.00
715.0,1.0,1.0,5000000.00
716.0,1.0,1.0,5500000.00
717.0,0.0,1.0,600000.00
718.0,10.0,1.0,400000.00
719.0,1.0,1.0,800000.00
720.0,1.0,1.0,300000.00
721.0,0.0,1.0,150000.00
722.0,0.0,1.0,100000.00
723.0,0.0,1.0,290000.00
724.0,2.0,0.0,640000.00
725.0,0.0,1.0,400000.00
726.0,1.0,1.0,200000.00
727.0,1.0,1.0,400000.00
728.0,0.0,2.0,550000.00
729.0,4.0,2.0,7000000.00
730.0,2.0,1.0,300000.00
732.0,2.0,2.0,200000.00
734.0,5.0,0.0,200000.00
735.0,5.0,0.0,350000.00
736.0,4.0,1.0,250000.00
737.0,3.0,1.0,250000.00
738.0,3.0,1.0,350000.00
739.0,2.0,0.0,500000.00
740.0,2.0,4.0,1000000.00
741.0,0.0,1.0,460000.00
742.0,2.0,1.0,900000.00
743.0,2.0,1.0,450000.00
745.0,1.0,1.0,300000.00
746.0,2.0,1.0,3500000.00
747.0,3.0,3.0,400000.00
748.0,2.0,1.0,350000.00
749.0,2.0,1.0,3000000.00
750.0,2.0,3.0,400000.00
752.0,1.0,1.0,150000.00
753.0,2.0,0.0,500000.00
754.0,4.0,0.0,500000.00
755.0,2.0,1.0,600000.00
756.0,2.0,1.0,500000.00
757.0,1.0,1.0,300000.00
758.0,2.0,1.0,3000000.00
759.0,1.0,1.0,350000.00
760.0,2.0,1.0,500000.00
761.0,1.0,1.0,600000.00
762.0,1.0,1.0,200000.00
763.0,0.0,1.0,800000.00
764.0,1.0,1.0,3000000.00
767.0,0.0,1.0,290000.00
769.0,1.0,1.0,500000.00
770.0,0.0,0.0,500000.00
771.0,1.0,1.0,350000.00
772.0,0.0,1.0,500000.00
773.0,5.0,0.0,310000.00
774.0,2.0,1.0,200000.00
775.0,2.0,1.0,500000.00
777.0,2.0,3.0,300000.00
778.0,1.0,1.0,310000.00
779.0,2.0,0.0,200000.00
781.0,0.0,1.0,400000.00
782.0,2.0,0.0,600000.00
783.0,4.0,2.0,750000.00
784.0,2.0,1.0,300000.00
785.0,2.0,2.0,400000.00
788.0,1.0,1.0,600000.00
789.0,1.0,0.0,800000.00
790.0,1.0,1.0,900000.00
791.0,1.0,0.0,800000.00
792.0,2.0,4.0,380000.00
793.0,1.0,1.0,1000005.00
794.0,1.0,3.0,310000.00
795.0,2.0,0.0,7000000.00
796.0,2.0,2.0,270000.00
797.0,1.0,1.0,1200000.00
799.0,1.0,0.0,600000.00
800.0,1.0,1.0,900000.00
801.0,1.0,1.0,700000.00
803.0,1.0,1.0,300002.00
804.0,1.0,0.0,500000.00
807.0,6.0,3.0,700005.00
808.0,1.0,1.0,1000000.00
809.0,2.0,5.0,350000.00
810.0,1.0,4.0,700000.00
811.0,1.0,1.0,1000000.00
813.0,0.0,1.0,900000.00
814.0,1.0,1.0,400000.00
815.0,0.0,1.0,500000.00
816.0,1.0,0.0,400000.00
818.0,2.0,1.0,400000.00
819.0,1.0,0.0,400001.00
820.0,1.0,1.0,400000.00
821.0,2.0,1.0,300000.00
822.0,3.0,1.0,300000.00
823.0,1.0,0.0,400000.00
824.0,1.0,2.0,450000.00
825.0,15.0,1.0,300000.00
826.0,1.0,1.0,40000.00
827.0,1.0,1.0,6000000.00
829.0,1.0,1.0,1000000.00
830.0,1.0,1.0,400000.00
831.0,1.0,0.0,400000.00
832.0,2.0,4.0,300000.00
833.0,1.0,1.0,400000.00
834.0,0.0,1.0,1500000.00
837.0,0.0,0.0,250000.00
838.0,1.0,0.0,250000.00
839.0,0.0,1.0,500000.00
840.0,0.0,1.0,300000.00
841.0,11.0,1.0,300000.00
842.0,1.0,0.0,400000.00
843.0,5.0,0.0,400000.00
844.0,1.0,1.0,400000.00
845.0,0.0,1.0,700000.00
846.0,1.0,1.0,600000.00
847.0,0.0,1.0,400000.00
848.0,1.0,0.0,400000.00
849.0,1.0,1.0,900000.00
850.0,1.0,0.0,300000.00
851.0,0.0,1.0,500000.00
852.0,0.0,1.0,400000.00
853.0,0.0,1.0,530000.00
854.0,1.0,1.0,600000.00
855.0,0.0,0.0,400000.00
856.0,1.0,1.0,400000.00
857.0,1.0,1.0,400000.00
858.0,0.0,1.0,1000000.00
859.0,1.0,0.0,600000.00
860.0,0.0,1.0,500000.00
861.0,0.0,1.0,700000.00
862.0,0.0,1.0,500000.00
863.0,0.0,1.0,250000.00
864.0,0.0,1.0,600000.00
865.0,0.0,1.0,500000.00
866.0,1.0,0.0,300000.00
867.0,0.0,1.0,400000.00
868.0,0.0,1.0,300000.00
869.0,1.0,0.0,300000.00
870.0,8.0,1.0,100000.00
872.0,0.0,1.0,500000.00
873.0,14.0,1.0,560000.00
874.0,0.0,1.0,6000000.00
875.0,0.0,1.0,300000.00
876.0,2.0,1.0,500000.00
877.0,8.0,0.0,400000.00
880.0,0.0,1.0,600000.00
882.0,0.0,0.0,300000.00
883.0,0.0,1.0,300000.00
884.0,1.0,0.0,200000.00
885.0,0.0,2.0,700000.00
886.0,0.0,1.0,300000.00
887.0,1.0,1.0,450000.00
888.0,1.0,2.0,400000.00
889.0,1.0,3.0,300000.00
890.0,1.0,0.0,350000.00
891.0,1.0,1.0,500000.00
892.0,0.0,1.0,600000.00
893.0,0.0,1.0,600000.00
894.0,1.0,1.0,500000.00
895.0,1.0,0.0,360000.00
896.0,0.0,1.0,500000.00
897.0,1.0,0.0,380000.00
898.0,1.0,3.0,2100000.00
899.0,1.0,1.0,300000.00
900.0,1.0,0.0,600000.00
901.0,1.0,2.0,300000.00
902.0,0.0,1.0,500000.00
903.0,0.0,1.0,500000.00
904.0,0.0,1.0,350000.00
906.0,0.0,1.0,700000.00
907.0,1.0,3.0,370000.00
908.0,0.0,1.0,300000.00
909.0,1.0,0.0,300000.00
911.0,1.0,1.0,600000.00
912.0,1.0,1.0,360000.00
913.0,1.0,9.0,300000.00
914.0,0.0,1.0,500000.00
915.0,0.0,1.0,600000.00
916.0,0.0,1.0,300000.00
917.0,0.0,1.0,500000.00
918.0,0.0,1.0,500000.00
919.0,0.0,1.0,500000.00
920.0,0.0,1.0,700000.00
921.0,1.0,4.0,400000.00
922.0,0.0,1.0,800000.00
923.0,4.0,0.0,350000.00
924.0,1.0,1.0,400000.00
925.0,1.0,0.0,300000.00
926.0,1.0,0.0,400000.00
927.0,0.0,2.0,300000.00
928.0,0.0,1.0,300000.00
929.0,1.0,0.0,320000.00
934.0,1.0,2.0,350000.00
935.0,0.0,1.0,300000.00
936.0,0.0,1.0,500000.00
939.0,0.0,3.0,450000.00
940.0,1.0,0.0,480000.00
942.0,0.0,1.0,200000.00
943.0,0.0,7.0,450000.00
944.0,0.0,1.0,450000.00
945.0,0.0,1.0,900000.00
946.0,0.0,1.0,700000.00
947.0,0.0,3.0,460000.00
948.0,1.0,0.0,300000.00
949.0,0.0,1.0,700000.00
950.0,0.0,2.0,360000.00
953.0,0.0,1.0,350000.00
954.0,0.0,1.0,460000.00
955.0,0.0,3.0,300000.00
956.0,0.0,1.0,450000.00
957.0,0.0,1.0,400000.00
958.0,0.0,1.0,400000.00
959.0,0.0,3.0,300000.00
960.0,0.0,1.0,450000.00
961.0,0.0,1.0,400005.00
962.0,0.0,1.0,450000.00
963.0,0.0,1.0,400000.00
964.0,0.0,2.0,300000.00
965.0,0.0,1.0,300000.00
967.0,0.0,1.0,500000.00
968.0,0.0,1.0,900000.00
969.0,0.0,1.0,400000.00
970.0,0.0,3.0,200000.00
971.0,0.0,2.0,500000.00
973.0,3.0,3.0,300000.00
974.0,0.0,1.0,300000.00
975.0,0.0,1.0,300000.00
976.0,0.0,2.0,600000.00
977.0,0.0,0.0,300000.00
978.0,0.0,1.0,400000.00
982.0,0.0,1.0,300000.00
983.0,0.0,2.0,400000.00
984.0,0.0,1.0,500000.00
987.0,0.0,1.0,300000.00
988.0,0.0,2.0,400000.00
989.0,0.0,1.0,400000.00
990.0,0.0,1.0,200000.00
991.0,0.0,1.0,700000.00
992.0,0.0,0.0,500000.00
993.0,0.0,1.0,400000.00
994.0,0.0,0.0,300000.00
995.0,1.0,1.0,400000.00
996.0,0.0,7.0,300000.00
997.0,0.0,0.0,400000.00
998.0,0.0,0.0,450000.00
999.0,0.0,0.0,300000.00
1000.0,0.0,1.0,400003.00
1001.0,0.0,1.0,350000.00
1002.0,0.0,0.0,300000.00
1003.0,0.0,2.0,1200000.00
1004.0,5.0,1.0,400000.00
1005.0,1.0,1.0,800000.00
1006.0,1.0,1.0,640000.00
1007.0,0.0,1.0,360000.00
1008.0,0.0,1.0,510000.00
1009.0,8.0,0.0,290000.00
1010.0,0.0,1.0,390000.00
1012.0,0.0,1.0,380000.00
1013.0,3.0,1.0,390000.00
1015.0,1.0,1.0,280000.00
1016.0,0.0,1.0,380000.00
1017.0,12.0,1.0,380000.00
1018.0,1.0,2.0,490000.00
1019.0,6.0,1.0,390000.00
1020.0,2.0,2.0,810000.00
1021.0,0.0,1.0,280000.00
1022.0,0.0,4.0,360000.00
1023.0,2.0,2.0,500000.00
1024.0,0.0,1.0,400000.00
1025.0,3.0,1.0,2500000.00
1026.0,1.0,2.0,340000.00
1027.0,8.0,0.0,700000.00
1028.0,5.0,0.0,300000.00
1029.0,0.0,2.0,200000.00
1030.0,0.0,1.0,300000.00
1031.0,0.0,1.0,300000.00
1032.0,0.0,5.0,400000.00
1033.0,8.0,1.0,350000.00
1034.0,0.0,1.0,200006.00
1035.0,0.0,4.0,300000.00
1036.0,0.0,1.0,300000.00
1037.0,1.0,0.0,390000.00
87.0,5.0,1.0,
11881623.0,0.0,0.0,
1625.0,1.0,0.0,1500000.00
1626.0,1.0,1.0,600000.00
1628.0,1.0,1.0,300000.00
1629.0,1.0,1.0,500000.00
1630.0,2.0,0.0,300000.00
1631.0,0.0,1.0,600000.00
1632.0,2.0,0.0,300000.00
1633.0,2.0,0.0,300000.00
1634.0,3.0,0.0,500000.00
1635.0,1.0,1.0,600000.00
1636.0,1.0,1.0,300000.00
1637.0,1.0,1.0,200000.00
1638.0,2.0,0.0,350000.00
1639.0,6.0,1.0,280000.00
1640.0,0.0,1.0,310000.00
1641.0,0.0,1.0,380000.00
1642.0,0.0,1.0,600000.00
1644.0,1.0,0.0,100000.00
1645.0,1.0,0.0,350000.00
1646.0,0.0,1.0,700000.00
1647.0,1.0,0.0,250000.00
1648.0,1.0,1.0,350000.00
1649.0,1.0,0.0,800000.00
1650.0,1.0,0.0,700000.00
1651.0,0.0,1.0,380000.00
1652.0,2.0,0.0,390000.00
1653.0,1.0,1.0,250000.00
1654.0,0.0,1.0,200000.00
1655.0,1.0,1.0,350000.00
1656.0,1.0,0.0,300000.00
1657.0,1.0,1.0,400000.00
1658.0,0.0,1.0,500000.00
1659.0,2.0,1.0,580000.00
1660.0,0.0,1.0,300000.00
1661.0,0.0,0.0,300000.00
1662.0,1.0,0.0,800000.00
1663.0,1.0,0.0,240000.00
1664.0,0.0,1.0,410000.00
1665.0,2.0,0.0,210000.00
1666.0,1.0,0.0,350000.00
1667.0,1.0,0.0,500000.00
1668.0,1.0,0.0,400000.00
1669.0,1.0,1.0,670000.00
1670.0,2.0,0.0,350000.00
1671.0,1.0,0.0,150000.00
1672.0,1.0,0.0,300000.00
1673.0,0.0,1.0,6000000.00
1674.0,1.0,0.0,200000.00
1677.0,4.0,1.0,800000.00
1678.0,0.0,1.0,610000.00
1679.0,0.0,1.0,300000.00
1680.0,0.0,1.0,600000.00
1681.0,0.0,1.0,700000.00
1682.0,1.0,1.0,280000.00
1683.0,2.0,1.0,620000.00
1684.0,2.0,1.0,360000.00
1685.0,4.0,1.0,830000.00
1686.0,1.0,0.0,320000.00
1687.0,2.0,0.0,280000.00
1688.0,2.0,1.0,640000.00
1689.0,1.0,0.0,400000.00
1690.0,2.0,0.0,280000.00
1691.0,2.0,0.0,200000.00
1692.0,4.0,1.0,400000.00
1693.0,0.0,1.0,900000.00
1694.0,0.0,1.0,60000.00
1695.0,2.0,0.0,850000.00
1696.0,4.0,1.0,460000.00
1697.0,3.0,1.0,310000.00
1698.0,4.0,1.0,310000.00
1699.0,1.0,1.0,600000.00
1700.0,1.0,0.0,400000.00
1702.0,0.0,1.0,700000.00
1704.0,0.0,1.0,500000.00
1705.0,0.0,1.0,600000.00
1706.0,1.0,0.0,200000.00
1707.0,0.0,1.0,600000.00
1708.0,0.0,1.0,400000.00
1709.0,0.0,1.0,900000.00
1710.0,1.0,0.0,600000.00
1711.0,0.0,1.0,500000.00
1712.0,0.0,1.0,700000.00
1713.0,0.0,1.0,500000.00
1714.0,0.0,1.0,800000.00
1715.0,0.0,1.0,600000.00
1716.0,1.0,0.0,680000.00
1717.0,0.0,1.0,600000.00
1718.0,3.0,0.0,200000.00
1719.0,1.0,0.0,500000.00
1720.0,0.0,1.0,600000.00
1721.0,0.0,1.0,200000.00
1722.0,1.0,0.0,400000.00
1723.0,2.0,0.0,300000.00
1724.0,3.0,1.0,500000.00
1725.0,3.0,1.0,200000.00
1726.0,0.0,0.0,300000.00
1727.0,0.0,0.0,300000.00
1728.0,0.0,1.0,300000.00
1729.0,3.0,1.0,300000.00
1730.0,4.0,1.0,600000.00
1731.0,1.0,1.0,450000.00
1732.0,1.0,0.0,300000.00
1733.0,0.0,0.0,700000.00
1734.0,2.0,1.0,200000.00
1735.0,2.0,1.0,400000.00
1736.0,1.0,0.0,500000.00
